hetionet_gene_id	hetionet_gene_symbol	entrez_id	ensembl_id	gene_symbol
Gene::10043	TOM1	10043	ENSG00000100284	TOM1
Gene::4744	NEFH	4744	ENSG00000100285	NEFH
Gene::1120	CHKB	1120	ENSG00000100288	CHKB
Gene::638	BIK	638	ENSG00000100290	BIK
Gene::3162	HMOX1	3162	ENSG00000100292	HMOX1
Gene::27349	MCAT	27349	ENSG00000100294	MCAT
Gene::8563	THOC5	8563	ENSG00000100296	THOC5
Gene::4174	MCM5	4174	ENSG00000100297	MCM5
Gene::164668	APOBEC3H	164668	ENSG00000100298	APOBEC3H
Gene::410	ARSA	410	ENSG00000100299	ARSA
Gene::706	TSPO	706	ENSG00000100300	TSPO
Gene::23551	RASD2	23551	ENSG00000100302	RASD2
Gene::23170	TTLL12	23170	ENSG00000100304	TTLL12
Gene::23492	CBX7	23492	ENSG00000100307	CBX7
Gene::5155	PDGFB	5155	ENSG00000100311	PDGFB
Gene::49	ACR	49	ENSG00000100312	ACR
Gene::164633	CABP7	164633	ENSG00000100314	CABP7
Gene::6122	RPL3	6122	ENSG00000100316	RPL3
Gene::55954	ZMAT5	55954	ENSG00000100319	ZMAT5
Gene::23543	RBFOX2	23543	ENSG00000100320	RBFOX2
Gene::9145	SYNGR1	9145	ENSG00000100321	SYNGR1
Gene::10454	TAB1	10454	ENSG00000100324	TAB1
Gene::84164	ASCC2	84164	ENSG00000100325	ASCC2
Gene::8897	MTMR3	8897	ENSG00000100330	MTMR3
Gene::54471	MIEF1	54471	ENSG00000100335	MIEF1
Gene::80832	APOL4	80832	ENSG00000100336	APOL4
Gene::150379	PNPLA5	150379	ENSG00000100341	PNPLA5
Gene::8542	APOL1	8542	ENSG00000100342	APOL1
Gene::80339	PNPLA3	80339	ENSG00000100344	PNPLA3
Gene::4627	MYH9	4627	ENSG00000100345	MYH9
Gene::8911	CACNA1I	8911	ENSG00000100346	CACNA1I
Gene::25813	SAMM50	25813	ENSG00000100347	SAMM50
Gene::25828	TXN2	25828	ENSG00000100348	TXN2
Gene::80020	FOXRED2	80020	ENSG00000100350	FOXRED2
Gene::9402	GRAP2	9402	ENSG00000100351	GRAP2
Gene::8664	EIF3D	8664	ENSG00000100353	EIF3D
Gene::23112	TNRC6B	23112	ENSG00000100354	TNRC6B
Gene::27352	SGSM3	27352	ENSG00000100359	SGSM3
Gene::11020	IFT27	11020	ENSG00000100360	IFT27
Gene::5816	PVALB	5816	ENSG00000100362	PVALB
Gene::23313	KIAA0930	23313	ENSG00000100364	KIAA0930
Gene::4689	NCF4	4689	ENSG00000100365	NCF4
Gene::1439	CSF2RB	1439	ENSG00000100368	CSF2RB
Gene::10478	SLC25A17	10478	ENSG00000100372	SLC25A17
Gene::7380	UPK3A	7380	ENSG00000100373	UPK3A
Gene::55007	FAM118A	55007	ENSG00000100376	SIRAL2
Gene::79734	KCTD17	79734	ENSG00000100379	KCTD17
Gene::6767	ST13	6767	ENSG00000100380	ST13
Gene::3560	IL2RB	3560	ENSG00000100385	IL2RB
Gene::9978	RBX1	9978	ENSG00000100387	RBX1
Gene::2033	EP300	2033	ENSG00000100393	EP300
Gene::83746	L3MBTL2	83746	ENSG00000100395	L3MBTL2
Gene::150356	CHADL	150356	ENSG00000100399	CHADL
Gene::5905	RANGAP1	5905	ENSG00000100401	RANGAP1
Gene::23264	ZC3H7B	23264	ENSG00000100403	ZC3H7B
Gene::84844	PHF5A	84844	ENSG00000100410	PHF5A
Gene::50	ACO2	50	ENSG00000100412	ACO2
Gene::171568	POLR3H	171568	ENSG00000100413	POLR3H
Gene::55687	TRMU	55687	ENSG00000100416	TRMU
Gene::5372	PMM1	5372	ENSG00000100417	PMM1
Gene::27351	DESI1	27351	ENSG00000100418	DESI1
Gene::64781	CERK	64781	ENSG00000100422	CERK
Gene::23774	BRD1	23774	ENSG00000100425	BRD1
Gene::9889	ZBED4	9889	ENSG00000100426	ZBED4
Gene::23209	MLC1	23209	ENSG00000100427	MLC1
Gene::83933	HDAC10	83933	ENSG00000100429	HDAC10
Gene::54207	KCNK10	54207	ENSG00000100433	KCNK10
Gene::63874	ABHD4	63874	ENSG00000100439	ABHD4
Gene::23351	KHNYN	23351	ENSG00000100441	KHNYN
Gene::2287	FKBP3	2287	ENSG00000100442	FKBP3
Gene::56948	SDR39U1	56948	ENSG00000100445	SDR39U1
Gene::1511	CTSG	1511	ENSG00000100448	CTSG
Gene::2999	GZMH	2999	ENSG00000100450	GZMH
Gene::3002	GZMB	3002	ENSG00000100453	GZMB
Gene::55147	RBM23	55147	ENSG00000100461	RBM23
Gene::10419	PRMT5	10419	ENSG00000100462	PRMT5
Gene::1690	COCH	1690	ENSG00000100473	COCH
Gene::11154	AP4S1	11154	ENSG00000100478	AP4S1
Gene::5427	POLE2	5427	ENSG00000100479	POLE2
Gene::79609	VCPKMT	79609	ENSG00000100483	VCPKMT
Gene::6655	SOS2	6655	ENSG00000100485	SOS2
Gene::8814	CDKL1	8814	ENSG00000100490	CDKL1
Gene::51199	NIN	51199	ENSG00000100503	NIN
Gene::5836	PYGL	5836	ENSG00000100504	PYGL
Gene::114088	TRIM9	114088	ENSG00000100505	TRIM9
Gene::5706	PSMC6	5706	ENSG00000100519	PSMC6
Gene::64841	GNPNAT1	64841	ENSG00000100522	GNPNAT1
Gene::80821	DDHD1	80821	ENSG00000100523	DDHD1
Gene::1033	CDKN3	1033	ENSG00000100526	CDKN3
Gene::10175	CNIH1	10175	ENSG00000100528	CNIH1
Gene::10668	CGRRF1	10668	ENSG00000100532	CGRRF1
Gene::51382	ATP6V1D	51382	ENSG00000100554	ATP6V1D
Gene::55195	C14orf105	55195	ENSG00000100557	CCDC198
Gene::26499	PLEK2	26499	ENSG00000100558	PLEK2
Gene::5283	PIGH	5283	ENSG00000100564	PIGH
Gene::145497	LRRC74A	145497	ENSG00000100565	LRRC74A
Gene::5684	PSMA3	5684	ENSG00000100567	PSMA3
Gene::10490	VTI1B	10490	ENSG00000100568	VTI1B
Gene::26520	TIMM9	26520	ENSG00000100575	TIMM9
Gene::2954	GSTZ1	2954	ENSG00000100577	GSTZ1
Gene::9786	KIAA0586	9786	ENSG00000100578	KIAA0586
Gene::283578	TMED8	283578	ENSG00000100580	TMED8
Gene::161394	SAMD15	161394	ENSG00000100583	SAMD15
Gene::10598	AHSA1	10598	ENSG00000100591	AHSA1
Gene::23002	DAAM1	23002	ENSG00000100592	DAAM1
Gene::145501	ISM2	145501	ENSG00000100593	ISM2
Gene::9517	SPTLC2	9517	ENSG00000100596	SPTLC2
Gene::79890	RIN3	79890	ENSG00000100599	RIN3
Gene::5641	LGMN	5641	ENSG00000100600	LGMN
Gene::8846	ALKBH1	8846	ENSG00000100601	ALKBH1
Gene::22938	SNW1	22938	ENSG00000100603	SNW1
Gene::1113	CHGA	1113	ENSG00000100604	CHGA
Gene::3705	ITPK1	3705	ENSG00000100605	ITPK1
Gene::51635	DHRS7	51635	ENSG00000100612	DHRS7
Gene::5494	PPM1A	5494	ENSG00000100614	PPM1A
Gene::51804	SIX4	51804	ENSG00000100625	SIX4
Gene::57452	GALNT16	57452	ENSG00000100626	GALNT16
Gene::51676	ASB2	51676	ENSG00000100628	ASB2
Gene::145508	CEP128	145508	ENSG00000100629	CEP128
Gene::2079	ERH	2079	ENSG00000100632	ERH
Gene::3091	HIF1A	3091	ENSG00000100644	HIF1A
Gene::9766	SUSD6	9766	ENSG00000100647	SUSD6
Gene::6430	SRSF5	6430	ENSG00000100650	SRSF5
Gene::6554	SLC10A1	6554	ENSG00000100652	SLC10A1
Gene::1983	EIF5	1983	ENSG00000100664	EIF5
Gene::5267	SERPINA4	5267	ENSG00000100665	SERPINA4
Gene::6547	SLC8A3	6547	ENSG00000100678	SLC8A3
Gene::23405	DICER1	23405	ENSG00000100697	DICER1
Gene::79038	ZFYVE21	79038	ENSG00000100711	ZFYVE21
Gene::4522	MTHFD1	4522	ENSG00000100714	MTHFD1
Gene::8115	TCL1A	8115	ENSG00000100721	TCL1A
Gene::79882	ZC3H14	79882	ENSG00000100722	ZC3H14
Gene::9894	TELO2	9894	ENSG00000100726	TELO2
Gene::22990	PCNX	22990	ENSG00000100731	PCNX1
Gene::623	BDKRB1	623	ENSG00000100739	BDKRB1
Gene::51527	GSKIP	51527	ENSG00000100744	GSKIP
Gene::7443	VRK1	7443	ENSG00000100749	VRK1
Gene::5700	PSMC1	5700	ENSG00000100764	PSMC1
Gene::89932	PAPLN	89932	ENSG00000100767	PAPLN
Gene::9252	RPS6KA5	9252	ENSG00000100784	RPS6KA5
Gene::55671	SMEK1	55671	ENSG00000100796	PPP4R3A
Gene::60686	C14orf93	60686	ENSG00000100802	C14orf93
Gene::5693	PSMB5	5693	ENSG00000100804	PSMB5
Gene::7528	YY1	7528	ENSG00000100811	YY1
Gene::22985	ACIN1	22985	ENSG00000100813	ACIN1
Gene::57820	CCNB1IP1	57820	ENSG00000100814	CCNB1IP1
Gene::9321	TRIP11	9321	ENSG00000100815	TRIP11
Gene::328	APEX1	328	ENSG00000100823	APEX1
Gene::8106	PABPN1	8106	ENSG00000100836	PABPN1
Gene::10278	EFS	10278	ENSG00000100842	EFS
Gene::394	ARHGAP5	394	ENSG00000100852	ARHGAP5
Gene::51550	CINP	51550	ENSG00000100865	CINP
Gene::10202	DHRS2	10202	ENSG00000100867	DHRS2
Gene::6729	SRP54	6729	ENSG00000100883	SRP54
Gene::9362	CPNE6	9362	ENSG00000100884	CPNE6
Gene::57680	CHD8	57680	ENSG00000100888	CHD8
Gene::5106	PCK2	5106	ENSG00000100889	PCK2
Gene::9692	KIAA0391	9692	ENSG00000100890	PRORP
Gene::80344	DCAF11	80344	ENSG00000100897	DCAF11
Gene::5687	PSMA6	5687	ENSG00000100902	PSMA6
Gene::4792	NFKBIA	4792	ENSG00000100906	NFKBIA
Gene::51016	EMC9	51016	ENSG00000100908	EMC9
Gene::5721	PSME2	5721	ENSG00000100911	PSME2
Gene::84312	BRMS1L	84312	ENSG00000100916	BRMS1L
Gene::9985	REC8	9985	ENSG00000100918	REC8
Gene::10548	TM9SF1	10548	ENSG00000100926	TM9SF1
Gene::10484	SEC23A	10484	ENSG00000100934	SEC23A
Gene::51292	GMPR2	51292	ENSG00000100938	GMPR2
Gene::5411	PNN	5411	ENSG00000100941	PNN
Gene::5875	RABGGTA	5875	ENSG00000100949	RABGGTA
Gene::4776	NFATC4	4776	ENSG00000100968	NFATC4
Gene::5360	PLTP	5360	ENSG00000100979	PLTP
Gene::63935	PCIF1	63935	ENSG00000100982	PCIF1
Gene::2937	GSS	2937	ENSG00000100983	GSS
Gene::4318	MMP9	4318	ENSG00000100985	MMP9
Gene::30813	VSX1	30813	ENSG00000100987	VSX1
Gene::26133	TRPC4AP	26133	ENSG00000100991	TRPC4AP
Gene::5834	PYGB	5834	ENSG00000100994	PYGB
Gene::26090	ABHD12	26090	ENSG00000100997	ABHD12
Gene::10544	PROCR	10544	ENSG00000101000	PROCR
Gene::9837	GINS1	9837	ENSG00000101003	GINS1
Gene::22981	NINL	22981	ENSG00000101004	NINL
Gene::958	CD40	958	ENSG00000101017	CD40
Gene::55245	UQCC1	55245	ENSG00000101019	UQCC1
Gene::23613	ZMYND8	23613	ENSG00000101040	ZMYND8
Gene::10110	SGK2	10110	ENSG00000101049	SGK2
Gene::51098	IFT52	51098	ENSG00000101052	IFT52
Gene::4605	MYBL2	4605	ENSG00000101057	MYBL2
Gene::140902	R3HDML	140902	ENSG00000101074	R3HDML
Gene::3172	HNF4A	3172	ENSG00000101076	HNF4A
Gene::57446	NDRG3	57446	ENSG00000101079	NDRG3
Gene::84174	SLA2	84174	ENSG00000101082	SLA2
Gene::55969	C20orf24	55969	ENSG00000101084	RAB5IF
Gene::4773	NFATC2	4773	ENSG00000101096	NFATC2
Gene::140730	RIMS4	140730	ENSG00000101098	RIMS4
Gene::80336	PABPC1L	80336	ENSG00000101104	PABPC1L
Gene::6789	STK4	6789	ENSG00000101109	STK4
Gene::57167	SALL4	57167	ENSG00000101115	SALL4
Gene::23394	ADNP	23394	ENSG00000101126	ADNP
Gene::5203	PFDN4	5203	ENSG00000101132	PFDN4
Gene::55816	DOK5	55816	ENSG00000101134	DOK5
Gene::1477	CSTF1	1477	ENSG00000101138	CSTF1
Gene::655	BMP7	655	ENSG00000101144	BMP7
Gene::8480	RAE1	8480	ENSG00000101146	RAE1
Gene::7165	TPD52L2	7165	ENSG00000101150	TPD52L2
Gene::80331	DNAJC5	80331	ENSG00000101152	DNAJC5
Gene::51497	NELFCD	51497	ENSG00000101158	NELFCD
Gene::1522	CTSZ	1522	ENSG00000101160	CTSZ
Gene::24148	PRPF6	24148	ENSG00000101161	PRPF6
Gene::81027	TUBB1	81027	ENSG00000101162	TUBB1
Gene::51012	SLMO2	51012	ENSG00000101166	PRELID3B
Gene::11255	HRH3	11255	ENSG00000101180	HRH3
Gene::26164	MTG2	26164	ENSG00000101181	MTG2
Gene::5688	PSMA7	5688	ENSG00000101182	PSMA7
Gene::28231	SLCO4A1	28231	ENSG00000101187	SLCO4A1
Gene::4923	NTSR1	4923	ENSG00000101188	NTSR1
Gene::55257	MRGBP	55257	ENSG00000101189	MRGBP
Gene::10732	TCFL5	10732	ENSG00000101190	TCFL5
Gene::11083	DIDO1	11083	ENSG00000101191	DIDO1
Gene::54994	GID8	54994	ENSG00000101193	GID8
Gene::63910	SLC17A9	63910	ENSG00000101194	SLC17A9
Gene::79444	BIRC7	79444	ENSG00000101197	BIRC7
Gene::128414	NKAIN4	128414	ENSG00000101198	NKAIN4
Gene::55738	ARFGAP1	55738	ENSG00000101199	ARFGAP1
Gene::551	AVP	551	ENSG00000101200	AVP
Gene::57642	COL20A1	57642	ENSG00000101203	COL20A1
Gene::1137	CHRNA4	1137	ENSG00000101204	CHRNA4
Gene::1917	EEF1A2	1917	ENSG00000101210	EEF1A2
Gene::5753	PTK6	5753	ENSG00000101213	PTK6
Gene::26205	GMEB2	26205	ENSG00000101216	GMEB2
Gene::54976	C20orf27	54976	ENSG00000101220	ADISSP
Gene::25876	SPEF1	25876	ENSG00000101222	SPEF1
Gene::994	CDC25B	994	ENSG00000101224	CDC25B
Gene::140862	ISM1	140862	ENSG00000101230	ISM1
Gene::11237	RNF24	11237	ENSG00000101236	RNF24
Gene::10139	ARFRP1	10139	ENSG00000101246	ARFRP1
Gene::79133	NDUFAF5	79133	ENSG00000101247	NDUFAF5
Gene::80343	SEL1L2	80343	ENSG00000101251	SEL1L2
Gene::57761	TRIB3	57761	ENSG00000101255	TRIB3
Gene::9770	RASSF2	9770	ENSG00000101265	RASSF2
Gene::1457	CSNK2A1	1457	ENSG00000101266	CSNK2A1
Gene::113278	SLC52A3	113278	ENSG00000101276	SLC52A3
Gene::51378	ANGPT4	51378	ENSG00000101280	ANGPT4
Gene::343637	RSPO4	343637	ENSG00000101282	RSPO4
Gene::8760	CDS2	8760	ENSG00000101290	CDS2
Gene::128674	PROKR2	128674	ENSG00000101292	PROKR2
Gene::81502	HM13	81502	ENSG00000101294	HM13
Gene::9751	SNPH	9751	ENSG00000101298	SNPH
Gene::85366	MYLK2	85366	ENSG00000101306	MYLK2
Gene::10326	SIRPB1	10326	ENSG00000101307	SIRPB1
Gene::10483	SEC23B	10483	ENSG00000101310	SEC23B
Gene::55612	FERMT1	55612	ENSG00000101311	FERMT1
Gene::54363	HAO1	54363	ENSG00000101323	HAO1
Gene::5173	PDYN	5173	ENSG00000101327	PDYN
Gene::140706	CCM2L	140706	ENSG00000101331	CCM2L
Gene::5332	PLCB4	5332	ENSG00000101333	PLCB4
Gene::10398	MYL9	10398	ENSG00000101335	MYL9
Gene::3055	HCK	3055	ENSG00000101336	HCK
Gene::9777	TM9SF4	9777	ENSG00000101337	TM9SF4
Gene::140711	TLDC2	140711	ENSG00000101342	TLDC2
Gene::51340	CRNKL1	51340	ENSG00000101343	CRNKL1
Gene::23509	POFUT1	23509	ENSG00000101346	POFUT1
Gene::25939	SAMHD1	25939	ENSG00000101347	SAMHD1
Gene::57144	PAK7	57144	ENSG00000101349	PAK5
Gene::9371	KIF3B	9371	ENSG00000101350	KIF3B
Gene::140699	MROH8	140699	ENSG00000101353	MROH8
Gene::10528	NOP56	10528	ENSG00000101361	NOP56
Gene::63905	MANBAL	63905	ENSG00000101363	MANBAL
Gene::3420	IDH3B	3420	ENSG00000101365	IDH3B
Gene::22919	MAPRE1	22919	ENSG00000101367	MAPRE1
Gene::182	JAG1	182	ENSG00000101384	JAG1
Gene::51654	CDK5RAP1	51654	ENSG00000101391	CDK5RAP1
Gene::6640	SNTA1	6640	ENSG00000101400	SNTA1
Gene::5020	OXT	5020	ENSG00000101405	OXT
Gene::9675	TTI1	9675	ENSG00000101407	TTI1
Gene::1869	E2F1	1869	ENSG00000101412	E2F1
Gene::58490	RPRD1B	58490	ENSG00000101413	RPRD1B
Gene::11264	PXMP4	11264	ENSG00000101417	PXMP4
Gene::128866	CHMP4B	128866	ENSG00000101421	CHMP4B
Gene::671	BPI	671	ENSG00000101425	BPI
Gene::128821	CST9L	128821	ENSG00000101435	CST9L
Gene::140679	SLC32A1	140679	ENSG00000101438	SLC32A1
Gene::1471	CST3	1471	ENSG00000101439	CST3
Gene::434	ASIP	434	ENSG00000101440	ASIP
Gene::1472	CST4	1472	ENSG00000101441	CST4
Gene::79913	ACTR5	79913	ENSG00000101442	ACTR5
Gene::10406	WFDC2	10406	ENSG00000101443	WFDC2
Gene::191	AHCY	191	ENSG00000101444	AHCY
Gene::26051	PPP1R16B	26051	ENSG00000101445	PPP1R16B
Gene::10816	SPINT3	10816	ENSG00000101446	SPINT3
Gene::81610	FAM83D	81610	ENSG00000101447	SACK1D
Gene::57119	EPPIN	57119	ENSG00000101448	EPPIN
Gene::60625	DHX35	60625	ENSG00000101452	DHX35
Gene::116092	DNTTIP1	116092	ENSG00000101457	DNTTIP1
Gene::84557	MAP1LC3A	84557	ENSG00000101460	MAP1LC3A
Gene::79953	SYNDIG1	79953	ENSG00000101463	SYNDIG1
Gene::128869	PIGU	128869	ENSG00000101464	PIGU
Gene::7125	TNNC2	7125	ENSG00000101470	TNNC2
Gene::10005	ACOT8	10005	ENSG00000101473	ACOT8
Gene::57136	APMAP	57136	ENSG00000101474	APMAP
Gene::56853	CELF4	56853	ENSG00000101489	CELF4
Gene::9658	ZNF516	9658	ENSG00000101493	ZNF516
Gene::28316	CDH20	28316	ENSG00000101542	CDH20
Gene::22850	ADNP2	22850	ENSG00000101544	ADNP2
Gene::79863	RBFA	79863	ENSG00000101546	RBFA
Gene::9097	USP14	9097	ENSG00000101557	USP14
Gene::9218	VAPA	9218	ENSG00000101558	VAPA
Gene::64863	METTL4	64863	ENSG00000101574	METTL4
Gene::9663	LPIN2	9663	ENSG00000101577	LPIN2
Gene::23347	SMCHD1	23347	ENSG00000101596	SMCHD1
Gene::8736	MYOM1	8736	ENSG00000101605	MYOM1
Gene::10627	MYL12A	10627	ENSG00000101608	MYL12A
Gene::79959	CEP76	79959	ENSG00000101624	CEP76
Gene::29906	ST8SIA5	29906	ENSG00000101638	ST8SIA5
Gene::55125	CEP192	55125	ENSG00000101639	CEP192
Gene::8731	RNMT	8731	ENSG00000101654	RNMT
Gene::4092	SMAD7	4092	ENSG00000101665	SMAD7
Gene::9388	LIPG	9388	ENSG00000101670	LIPG
Gene::284217	LAMA1	284217	ENSG00000101680	LAMA1
Gene::54941	RNF125	54941	ENSG00000101695	RNF125
Gene::23253	ANKRD12	23253	ENSG00000101745	ANKRD12
Gene::8715	NOL4	8715	ENSG00000101746	NOL4
Gene::11201	POLI	11201	ENSG00000101751	POLI
Gene::57534	MIB1	57534	ENSG00000101752	MIB1
Gene::5932	RBBP8	5932	ENSG00000101773	RBBP8
Gene::8780	RIOK3	8780	ENSG00000101782	RIOK3
Gene::1478	CSTF2	1478	ENSG00000101811	CSTF2
Gene::286436	H2BFM	286436	ENSG00000101812	H2BW2
Gene::25878	MXRA5	25878	ENSG00000101825	MXRA5
Gene::340547	VSIG1	340547	ENSG00000101842	VSIG1
Gene::5716	PSMD10	5716	ENSG00000101843	PSMD10
Gene::115201	ATG4A	115201	ENSG00000101844	ATG4A
Gene::412	STS	412	ENSG00000101846	STS
Gene::6907	TBL1X	6907	ENSG00000101849	TBL1X
Gene::4935	GPR143	4935	ENSG00000101850	GPR143
Gene::10857	PGRMC1	10857	ENSG00000101856	PGRMC1
Gene::5422	POLA1	5422	ENSG00000101868	POLA1
Gene::4281	MID1	4281	ENSG00000101871	MID1
Gene::79576	NKAP	79576	ENSG00000101882	NKAP
Gene::158800	RHOXF1	158800	ENSG00000101883	RHOXF1
Gene::55916	NXT2	55916	ENSG00000101888	NXT2
Gene::2986	GUCY2F	2986	ENSG00000101890	GUCY2F
Gene::23439	ATP1B4	23439	ENSG00000101892	ATP1B4
Gene::79868	ALG13	79868	ENSG00000101901	ALG13
Gene::5634	PRPS2	5634	ENSG00000101911	PRPS2
Gene::51311	TLR8	51311	ENSG00000101916	TLR8
Gene::56180	MOSPD1	56180	ENSG00000101928	MOSPD1
Gene::9949	AMMECR1	9949	ENSG00000101935	AMMECR1
Gene::91851	CHRDL1	91851	ENSG00000101938	CHRDL1
Gene::64743	WDR13	64743	ENSG00000101940	WDR13
Gene::6839	SUV39H1	6839	ENSG00000101945	SUV39H1
Gene::9506	PAGE4	9506	ENSG00000101951	PAGE4
Gene::8406	SRPX	8406	ENSG00000101955	SRPX
Gene::2742	GLRA2	2742	ENSG00000101958	GLRA2
Gene::331	XIAP	331	ENSG00000101966	XIAP
Gene::10735	STAG2	10735	ENSG00000101972	STAG2
Gene::286410	ATP11C	286410	ENSG00000101974	ATP11C
Gene::4168	MCF2	4168	ENSG00000101977	MCF2
Gene::2158	F9	2158	ENSG00000101981	F9
Gene::215	ABCD1	215	ENSG00000101986	ABCD1
Gene::28952	CCDC22	28952	ENSG00000101997	CCDC22
Gene::778	CACNA1F	778	ENSG00000102001	CACNA1F
Gene::6855	SYP	6855	ENSG00000102003	SYP
Gene::5355	PLP2	5355	ENSG00000102007	PLP2
Gene::660	BMX	660	ENSG00000102010	BMX
Gene::51213	LUZP4	51213	ENSG00000102021	LUZP4
Gene::5358	PLS3	5358	ENSG00000102024	PLS3
Gene::8260	NAA10	8260	ENSG00000102030	NAA10
Gene::5973	RENBP	5973	ENSG00000102032	RENBP
Gene::2000	ELF4	2000	ENSG00000102034	ELF4
Gene::6594	SMARCA1	6594	ENSG00000102038	SMARCA1
Gene::55613	MTMR8	55613	ENSG00000102043	MTMR8
Gene::140462	ASB9	140462	ENSG00000102048	ASB9
Gene::340554	ZC3H12B	340554	ENSG00000102053	ZC3H12B
Gene::5931	RBBP7	5931	ENSG00000102054	RBBP7
Gene::3750	KCND1	3750	ENSG00000102057	KCND1
Gene::5956	OPN1LW	5956	ENSG00000102076	OPN1LW
Gene::9016	SLC25A14	9016	ENSG00000102078	SLC25A14
Gene::2332	FMR1	2332	ENSG00000102081	FMR1
Gene::11040	PIM2	11040	ENSG00000102096	PIM2
Gene::10389	SCML2	10389	ENSG00000102098	SCML2
Gene::7355	SLC35A2	7355	ENSG00000102100	SLC35A2
Gene::10084	PQBP1	10084	ENSG00000102103	PQBP1
Gene::6247	RS1	6247	ENSG00000102104	RS1
Gene::27344	PCSK1N	27344	ENSG00000102109	PCSK1N
Gene::2010	EMD	2010	ENSG00000102119	EMD
Gene::6901	TAZ	6901	ENSG00000102125	TAFAZZIN
Gene::282808	RAB40AL	282808	ENSG00000102128	RAB40AL
Gene::5230	PGK1	5230	ENSG00000102144	PGK1
Gene::2623	GATA1	2623	ENSG00000102145	GATA1
Gene::84061	MAGT1	84061	ENSG00000102158	MAGT1
Gene::6611	SMS	6611	ENSG00000102172	SMS
Gene::5251	PHEX	5251	ENSG00000102174	PHEX
Gene::8266	UBL4A	8266	ENSG00000102178	UBL4A
Gene::83692	CD99L2	83692	ENSG00000102181	CD99L2
Gene::8411	EEA1	8411	ENSG00000102189	EEA1
Gene::9248	GPR50	9248	ENSG00000102195	GPR50
Gene::6102	RP2	6102	ENSG00000102218	RP2
Gene::9767	JADE3	9767	ENSG00000102221	JADE3
Gene::5127	CDK16	5127	ENSG00000102225	CDK16
Gene::8237	USP11	8237	ENSG00000102226	USP11
Gene::9468	PCYT1B	9468	ENSG00000102230	PCYT1B
Gene::680	BRS3	680	ENSG00000102239	BRS3
Gene::27336	HTATSF1	27336	ENSG00000102241	HTATSF1
Gene::51442	VGLL1	51442	ENSG00000102243	VGLL1
Gene::959	CD40LG	959	ENSG00000102245	CD40LG
Gene::7076	TIMP1	7076	ENSG00000102265	TIMP1
Gene::56062	KLHL4	56062	ENSG00000102271	KLHL4
Gene::2564	GABRE	2564	ENSG00000102287	GABRE
Gene::27328	PCDH11X	27328	ENSG00000102290	PCDH11X
Gene::2245	FGD1	2245	ENSG00000102302	FGD1
Gene::5303	PIN4	5303	ENSG00000102309	PIN4
Gene::64840	PORCN	64840	ENSG00000102312	PORCN
Gene::347365	ITIH6	347365	ENSG00000102313	ITIH6
Gene::10916	MAGED2	10916	ENSG00000102316	MAGED2
Gene::5935	RBM3	5935	ENSG00000102317	RBM3
Gene::11279	KLF8	11279	ENSG00000102349	KLF8
Gene::27286	SRPX2	27286	ENSG00000102359	SRPX2
Gene::94121	SYTL4	94121	ENSG00000102362	SYTL4
Gene::158866	ZDHHC15	158866	ENSG00000102383	ZDHHC15
Gene::2491	CENPI	2491	ENSG00000102384	CENPI
Gene::1821	DRP2	1821	ENSG00000102385	DRP2
Gene::54457	TAF7L	54457	ENSG00000102387	TAF7L
Gene::51260	PBDC1	51260	ENSG00000102390	PBDC1
Gene::2717	GLA	2717	ENSG00000102393	GLA
Gene::51566	ARMCX3	51566	ENSG00000102401	ARMCX3
Gene::56271	BEX4	56271	ENSG00000102409	BEX4
Gene::80183	KIAA0226L	80183	ENSG00000102445	RUBCNL
Gene::259232	NALCN	259232	ENSG00000102452	NALCN
Gene::2259	FGF14	2259	ENSG00000102466	FGF14
Gene::3356	HTR2A	3356	ENSG00000102468	HTR2A
Gene::54602	NDFIP2	54602	ENSG00000102471	NDFIP2
Gene::10673	TNFSF13B	10673	ENSG00000102524	TNFSF13B
Gene::22862	FNDC3A	22862	ENSG00000102531	FNDC3A
Gene::2862	MLNR	2862	ENSG00000102539	MLNR
Gene::81602	CDADC1	81602	ENSG00000102543	CDADC1
Gene::81617	CAB39L	81617	ENSG00000102547	CAB39L
Gene::688	KLF5	688	ENSG00000102554	KLF5
Gene::8428	STK24	8428	ENSG00000102572	STK24
Gene::54	ACP5	54	ENSG00000102575	ACP5
Gene::5611	DNAJC3	5611	ENSG00000102580	DNAJC3
Gene::55757	UGGT2	55757	ENSG00000102595	UGGT2
Gene::8874	ARHGEF7	8874	ENSG00000102606	ARHGEF7
Gene::2254	FGF9	2254	ENSG00000102678	FGF9
Gene::6445	SGCG	6445	ENSG00000102683	SGCG
Gene::143	PARP4	143	ENSG00000102699	PARP4
Gene::55578	SUPT20H	55578	ENSG00000102710	SUPT20H
Gene::10240	MRPS31	10240	ENSG00000102738	MRPS31
Gene::10166	SLC25A15	10166	ENSG00000102743	SLC25A15
Gene::3839	KPNA3	3839	ENSG00000102753	KPNA3
Gene::2321	FLT1	2321	ENSG00000102755	FLT1
Gene::28984	RGCC	28984	ENSG00000102760	RGCC
Gene::23078	VWA8	23078	ENSG00000102763	VWA8
Gene::160851	DGKH	160851	ENSG00000102780	DGKH
Gene::84056	KATNAL1	84056	ENSG00000102781	KATNAL1
Gene::26512	INTS6	26512	ENSG00000102786	INTS6
Gene::730249	IRG1	730249	ENSG00000102794	ACOD1
Gene::79758	DHRS12	79758	ENSG00000102796	DHRS12
